name	YB1_aer_MinION_count	YB1_aer_0508_count	YB1_ana_v2_count	YB1_ana_0507_count	YB1_ana_0508_count	YB1_aer_clone_0516_count	YB1_ana_clone_0516_count	SL7207_aer_0507_count	SL7207_aer_0509_count	SL7207_ana_0509_count	dAsd_aer_0511_count	dAsd_ana_0512_count	dAsd_aer_0514_count	dAsd_ana_0514_count	PW_aer_0515_count	PW_ana_0515_count	YB1_aer_MinION_cpm	YB1_aer_0508_cpm	YB1_ana_v2_cpm	YB1_ana_0507_cpm	YB1_ana_0508_cpm	YB1_aer_clone_0516_cpm	YB1_ana_clone_0516_cpm	SL7207_aer_0507_cpm	SL7207_aer_0509_cpm	SL7207_ana_0509_cpm	dAsd_aer_0511_cpm	dAsd_ana_0512_cpm	dAsd_aer_0514_cpm	dAsd_ana_0514_cpm	PW_aer_0515_cpm	PW_ana_0515_cpm
atpH	10	17	5	31	14	72	44	26	33	59	49	40	26	50	75	72	35.11	19.86	36.07	37.24	28.17	83.96	53.08	35.99	55.68	45.71	55.09	43.25	86.29	53.01	78.75	78.97
atpF	7	23	7	32	14	82	39	33	35	59	65	35	28	58	69	75	24.58	26.87	50.49	38.44	28.17	95.63	47.05	45.68	59.05	45.71	73.08	37.84	92.93	61.49	72.45	82.26
atpE	5	16	3	29	7	58	37	19	24	54	45	25	22	46	64	60	17.56	18.69	21.64	34.84	14.09	67.64	44.64	26.30	40.49	41.84	50.60	27.03	73.02	48.77	67.20	65.80
atpB	15	33	3	25	13	75	47	45	35	68	50	35	30	54	71	70	52.67	38.55	21.64	30.03	26.16	87.46	56.70	62.29	59.05	52.68	56.22	37.84	99.57	57.25	74.55	76.77
atpI	13	22	3	28	10	43	29	36	22	50	37	48	17	49	41	37	45.65	25.70	21.64	33.63	20.12	50.15	34.99	49.83	37.12	38.74	41.60	51.90	56.42	51.95	43.05	40.58
rsmG	1	9	1	3	8	13	1	17	14	35	5	10	6	6	11	4	3.51	10.51	7.21	3.60	16.10	15.16	1.21	23.53	23.62	27.12	5.62	10.81	19.91	6.36	11.55	4.39
mnmG	3	13	4	5	6	31	6	22	24	55	9	10	7	18	22	9	10.53	15.19	28.85	6.01	12.07	36.15	7.24	30.45	40.49	42.61	10.12	10.81	23.23	19.08	23.10	9.87
mioC	8	25	2	26	13	37	16	29	36	69	14	24	9	34	25	16	28.09	29.21	14.43	31.23	26.16	43.15	19.30	40.14	60.74	53.46	15.74	25.95	29.87	36.05	26.25	17.55
asnC	0	3	0	0	1	3	1	1	1	8	2	0	1	2	3	1	0.00	3.50	0.00	0.00	2.01	3.50	1.21	1.38	1.69	6.20	2.25	0.00	3.32	2.12	3.15	1.10
asnA	5	4	2	6	1	7	4	3	11	14	5	8	2	4	3	6	17.56	4.67	14.43	7.21	2.01	8.16	4.83	4.15	18.56	10.85	5.62	8.65	6.64	4.24	3.15	6.58
viaA	4	5	2	9	1	12	5	4	11	19	8	8	4	7	5	10	14.05	5.84	14.43	10.81	2.01	13.99	6.03	5.54	18.56	14.72	8.99	8.65	13.28	7.42	5.25	10.97
ravA	3	12	2	8	3	15	9	10	11	18	15	7	5	12	6	11	10.53	14.02	14.43	9.61	6.04	17.49	10.86	13.84	18.56	13.95	16.87	7.57	16.59	12.72	6.30	12.06
kup	1	12	2	15	5	8	15	8	8	27	9	14	2	13	11	9	3.51	14.02	14.43	18.02	10.06	9.33	18.10	11.07	13.50	20.92	10.12	15.14	6.64	13.78	11.55	9.87
rbsD	0	8	2	7	3	7	4	5	2	7	1	2	0	4	12	3	0.00	9.35	14.43	8.41	6.04	8.16	4.83	6.92	3.37	5.42	1.12	2.16	0.00	4.24	12.60	3.29
rbsA	2	8	0	5	2	5	2	1	2	6	3	0	0	4	2	4	7.02	9.35	0.00	6.01	4.02	5.83	2.41	1.38	3.37	4.65	3.37	0.00	0.00	4.24	2.10	4.39
rbsC	1	4	0	3	2	3	2	1	1	8	3	3	0	7	7	5	3.51	4.67	0.00	3.60	4.02	3.50	2.41	1.38	1.69	6.20	3.37	3.24	0.00	7.42	7.35	5.48
rbsB	5	23	1	14	8	23	10	16	12	14	23	22	5	23	29	23	17.56	26.87	7.21	16.82	16.10	26.82	12.06	22.15	20.25	10.85	25.86	23.79	16.59	24.38	30.45	25.23
rbsK	1	2	0	4	3	14	5	2	13	10	4	5	1	13	8	6	3.51	2.34	0.00	4.80	6.04	16.33	6.03	2.77	21.93	7.75	4.50	5.41	3.32	13.78	8.40	6.58
rbsR	0	8	0	5	3	10	7	6	7	9	1	5	2	7	6	5	0.00	9.35	0.00	6.01	6.04	11.66	8.45	8.31	11.81	6.97	1.12	5.41	6.64	7.42	6.30	5.48
SL1344_RS20020	3	11	1	10	3	5	4	11	10	20	8	7	4	14	7	1	10.53	12.85	7.21	12.01	6.04	5.83	4.83	15.23	16.87	15.49	8.99	7.57	13.28	14.84	7.35	1.10
hdfR	5	24	4	25	14	16	12	19	24	45	7	17	10	21	13	15	17.56	28.04	28.85	30.03	28.17	18.66	14.48	26.30	40.49	34.86	7.87	18.38	33.19	22.26	13.65	16.45
maoP	1	19	2	12	5	23	24	17	14	12	38	32	6	31	25	18	3.51	22.20	14.43	14.41	10.06	26.82	28.95	23.53	23.62	9.30	42.73	34.60	19.91	32.87	26.25	19.74
SL1344_RS20065	2	10	2	3	1	6	10	2	4	7	8	11	4	8	9	11	7.02	11.68	14.43	3.60	2.01	7.00	12.06	2.77	6.75	5.42	8.99	11.89	13.28	8.48	9.45	12.06
ilvL	28	449	32	257	169	23	92	106	86	191	83	148	41	170	75	142	98.32	524.58	230.83	308.72	340.11	26.82	110.99	146.73	145.10	147.97	93.32	160.02	136.07	180.24	78.75	155.74
ilvX	1	4	3	1	1	1	10	1	0	2	3	6	1	1	0	12	3.51	4.67	21.64	1.20	2.01	1.17	12.06	1.38	0.00	1.55	3.37	6.49	3.32	1.06	0.00	13.16
ilvG	3	11	6	11	6	1	25	5	6	10	5	16	0	6	0	30	10.53	12.85	43.28	13.21	12.07	1.17	30.16	6.92	10.12	7.75	5.62	17.30	0.00	6.36	0.00	32.90
ilvM	3	3	0	8	4	5	15	1	3	7	7	6	2	5	2	29	10.53	3.50	0.00	9.61	8.05	5.83	18.10	1.38	5.06	5.42	7.87	6.49	6.64	5.30	2.10	31.81
ilvE	4	10	1	10	8	7	15	1	8	13	13	10	4	5	6	40	14.05	11.68	7.21	12.01	16.10	8.16	18.10	1.38	13.50	10.07	14.62	10.81	13.28	5.30	6.30	43.87
ilvD	7	13	3	13	15	6	18	5	9	22	10	12	2	12	4	35	24.58	15.19	21.64	15.62	30.19	7.00	21.72	6.92	15.18	17.04	11.24	12.97	6.64	12.72	4.20	38.39
ilvA	9	30	0	15	9	4	29	15	10	27	21	37	5	14	7	35	31.60	35.05	0.00	18.02	18.11	4.66	34.99	20.76	16.87	20.92	23.61	40.01	16.59	14.84	7.35	38.39
SL1344_RS20100	1	2	1	1	1	4	2	1	1	2	3	4	1	2	0	2	3.51	2.34	7.21	1.20	2.01	4.66	2.41	1.38	1.69	1.55	3.37	4.32	3.32	2.12	0.00	2.19
SL1344_RS20105	1	3	2	1	2	4	3	3	1	5	4	5	1	3	0	3	3.51	3.50	14.43	1.20	4.02	4.66	3.62	4.15	1.69	3.87	4.50	5.41	3.32	3.18	0.00	3.29
ilvY	1	6	5	3	4	6	4	4	2	6	5	9	2	5	2	4	3.51	7.01	36.07	3.60	8.05	7.00	4.83	5.54	3.37	4.65	5.62	9.73	6.64	5.30	2.10	4.39
ilvC	3	16	15	10	4	16	20	8	9	10	9	18	0	9	6	42	10.53	18.69	108.20	12.01	8.05	18.66	24.13	11.07	15.18	7.75	10.12	19.46	0.00	9.54	6.30	46.06
ppiC	4	10	3	14	5	23	17	8	6	15	15	23	5	30	12	24	14.05	11.68	21.64	16.82	10.06	26.82	20.51	11.07	10.12	11.62	16.87	24.87	16.59	31.81	12.60	26.32
rep	3	18	1	26	7	24	10	13	24	55	11	14	6	26	12	7	10.53	21.03	7.21	31.23	14.09	27.99	12.06	17.99	40.49	42.61	12.37	15.14	19.91	27.57	12.60	7.68
gppA	13	48	6	56	24	40	26	32	43	115	24	26	15	56	31	23	45.65	56.08	43.28	67.27	48.30	46.65	31.37	44.29	72.55	89.09	26.98	28.11	49.78	59.37	32.55	25.23
rhlB	16	59	2	39	33	34	32	32	55	128	35	43	22	84	33	32	56.18	68.93	14.43	46.85	66.41	39.65	38.61	44.29	92.79	99.17	39.35	46.49	73.02	89.06	34.65	35.10
trxA	29	101	9	70	51	75	79	97	60	102	77	126	30	98	73	81	101.83	118.00	64.92	84.09	102.64	87.46	95.31	134.27	101.23	79.02	86.57	136.24	99.57	103.90	76.65	88.84
SL1344_RS27765	50	210	14	128	85	236	117	333	445	380	73	123	72	208	378	150	175.57	245.35	100.99	153.76	171.06	275.22	141.15	460.94	750.79	294.40	82.08	132.99	238.96	220.53	396.90	164.51
rho	56	190	30	111	63	220	105	305	383	435	50	73	50	141	233	109	196.64	221.98	216.40	133.34	126.79	256.56	126.68	422.18	646.18	337.01	56.22	78.93	165.94	149.49	244.65	119.55
wecA	4	12	3	19	17	21	17	20	30	38	18	33	11	19	21	21	14.05	14.02	21.64	22.82	34.21	24.49	20.51	27.68	50.61	29.44	20.24	35.68	36.51	20.14	22.05	23.03
wzzE	2	15	2	13	10	13	14	17	17	25	25	43	10	28	20	18	7.02	17.52	14.43	15.62	20.12	15.16	16.89	23.53	28.68	19.37	28.11	46.49	33.19	29.69	21.00	19.74
wecB	6	10	0	10	4	9	7	5	11	20	14	11	2	17	8	8	21.07	11.68	0.00	12.01	8.05	10.50	8.45	6.92	18.56	15.49	15.74	11.89	6.64	18.02	8.40	8.77
wecC	4	8	0	10	4	12	8	7	8	24	10	16	5	20	6	10	14.05	9.35	0.00	12.01	8.05	13.99	9.65	9.69	13.50	18.59	11.24	17.30	16.59	21.20	6.30	10.97
rffG	3	4	4	9	1	14	8	7	11	18	9	11	5	15	12	15	10.53	4.67	28.85	10.81	2.01	16.33	9.65	9.69	18.56	13.95	10.12	11.89	16.59	15.90	12.60	16.45
SL1344_RS27880	1	5	3	6	1	10	4	2	7	9	5	10	4	7	8	10	3.51	5.84	21.64	7.21	2.01	11.66	4.83	2.77	11.81	6.97	5.62	10.81	13.28	7.42	8.40	10.97
rffC	1	4	0	9	3	8	7	1	6	17	7	10	5	13	10	11	3.51	4.67	0.00	10.81	6.04	9.33	8.45	1.38	10.12	13.17	7.87	10.81	16.59	13.78	10.50	12.06
rffA	1	4	3	13	9	16	7	4	8	15	13	7	1	24	8	8	3.51	4.67	21.64	15.62	18.11	18.66	8.45	5.54	13.50	11.62	14.62	7.57	3.32	25.45	8.40	8.77
wzxE	1	6	3	14	3	10	12	7	9	9	7	7	7	18	3	6	3.51	7.01	21.64	16.82	6.04	11.66	14.48	9.69	15.18	6.97	7.87	7.57	23.23	19.08	3.15	6.58
SL1344_RS20200	2	6	2	8	3	16	14	4	5	13	3	11	5	15	5	6	7.02	7.01	14.43	9.61	6.04	18.66	16.89	5.54	8.44	10.07	3.37	11.89	16.59	15.90	5.25	6.58
wzyE	2	7	0	13	4	17	15	6	10	17	8	10	5	14	4	10	7.02	8.18	0.00	15.62	8.05	19.82	18.10	8.31	16.87	13.17	8.99	10.81	16.59	14.84	4.20	10.97
wecG	2	3	3	10	2	6	11	6	16	14	8	5	3	13	3	8	7.02	3.50	21.64	12.01	4.02	7.00	13.27	8.31	26.99	10.85	8.99	5.41	9.96	13.78	3.15	8.77
thrP	0	5	2	9	2	8	7	9	12	14	9	6	1	6	7	4	0.00	5.84	14.43	10.81	4.02	9.33	8.45	12.46	20.25	10.85	10.12	6.49	3.32	6.36	7.35	4.39
hemY	3	20	5	23	13	27	22	21	24	77	15	20	10	25	18	23	10.53	23.37	36.07	27.63	26.16	31.49	26.54	29.07	40.49	59.65	16.87	21.62	33.19	26.51	18.90	25.23
hemX	3	19	2	31	17	28	9	18	26	72	13	20	9	31	17	20	10.53	22.20	14.43	37.24	34.21	32.65	10.86	24.92	43.87	55.78	14.62	21.62	29.87	32.87	17.85	21.93
hemD	10	24	8	29	12	28	19	20	19	68	16	37	12	32	22	21	35.11	28.04	57.71	34.84	24.15	32.65	22.92	27.68	32.06	52.68	17.99	40.01	39.83	33.93	23.10	23.03
hemC	20	41	5	37	26	42	20	37	30	93	12	13	17	40	35	23	70.23	47.90	36.07	44.45	52.32	48.98	24.13	51.22	50.61	72.05	13.49	14.06	56.42	42.41	36.75	25.23
cyaA	15	78	7	85	44	71	60	86	69	143	81	83	36	93	49	79	52.67	91.13	50.49	102.11	88.55	82.80	72.39	119.04	116.41	110.79	91.07	89.74	119.48	98.60	51.45	86.64
SL1344_RS20265	0	3	0	4	1	10	5	2	11	15	6	1	2	8	2	7	0.00	3.50	0.00	4.80	2.01	11.66	6.03	2.77	18.56	11.62	6.75	1.08	6.64	8.48	2.10	7.68
SL1344_RS20270	0	1	0	1	0	1	1	2	2	0	3	0	1	0	0	1	0.00	1.17	0.00	1.20	0.00	1.17	1.21	2.77	3.37	0.00	3.37	0.00	3.32	0.00	0.00	1.10
SL1344_RS20275	1	1	0	1	1	1	2	2	2	2	4	3	1	1	2	2	3.51	1.17	0.00	1.20	2.01	1.17	2.41	2.77	3.37	1.55	4.50	3.24	3.32	1.06	2.10	2.19
cyaY	3	8	0	4	4	7	11	7	6	13	8	7	4	5	8	3	10.53	9.35	0.00	4.80	8.05	8.16	13.27	9.69	10.12	10.07	8.99	7.57	13.28	5.30	8.40	3.29
SL1344_RS20285	0	1	0	1	0	2	1	1	1	5	0	1	1	0	1	0	0.00	1.17	0.00	1.20	0.00	2.33	1.21	1.38	1.69	3.87	0.00	1.08	3.32	0.00	1.05	0.00
SL1344_RS26135	0	2	0	1	1	0	2	1	0	3	0	0	1	0	0	0	0.00	2.34	0.00	1.20	2.01	0.00	2.41	1.38	0.00	2.32	0.00	0.00	3.32	0.00	0.00	0.00
lptM	3	4	2	8	3	12	11	4	2	13	6	7	2	8	5	8	10.53	4.67	14.43	9.61	6.04	13.99	13.27	5.54	3.37	10.07	6.75	7.57	6.64	8.48	5.25	8.77
dapF	5	26	2	15	14	21	18	12	9	24	18	18	6	18	17	24	17.56	30.38	14.43	18.02	28.17	24.49	21.72	16.61	15.18	18.59	20.24	19.46	19.91	19.08	17.85	26.32
SL1344_RS20300	4	22	0	13	9	19	16	11	9	23	16	14	6	12	15	25	14.05	25.70	0.00	15.62	18.11	22.16	19.30	15.23	15.18	17.82	17.99	15.14	19.91	12.72	15.75	27.42
xerC	3	16	0	8	11	18	11	10	9	21	11	14	6	12	14	20	10.53	18.69	0.00	9.61	22.14	20.99	13.27	13.84	15.18	16.27	12.37	15.14	19.91	12.72	14.70	21.93
yigB	1	8	1	7	9	11	5	4	8	19	4	3	2	10	8	5	3.51	9.35	7.21	8.41	18.11	12.83	6.03	5.54	13.50	14.72	4.50	3.24	6.64	10.60	8.40	5.48
uvrD	8	13	2	22	14	15	25	16	15	34	8	21	14	29	9	17	28.09	15.19	14.43	26.43	28.17	17.49	30.16	22.15	25.31	26.34	8.99	22.71	46.46	30.75	9.45	18.64
ysgD	2	3	1	4	12	15	15	15	10	14	11	25	9	17	11	11	7.02	3.50	7.21	4.80	24.15	17.49	18.10	20.76	16.87	10.85	12.37	27.03	29.87	18.02	11.55	12.06
corA	4	11	1	4	6	9	14	8	12	16	5	9	4	8	14	9	14.05	12.85	7.21	4.80	12.07	10.50	16.89	11.07	20.25	12.40	5.62	9.73	13.28	8.48	14.70	9.87
yigF	0	2	0	0	1	2	1	2	2	5	2	2	2	0	2	2	0.00	2.34	0.00	0.00	2.01	2.33	1.21	2.77	3.37	3.87	2.25	2.16	6.64	0.00	2.10	2.19
SL1344_RS20330	0	0	0	7	2	2	3	0	3	7	0	3	1	4	6	1	0.00	0.00	0.00	8.41	4.02	2.33	3.62	0.00	5.06	5.42	0.00	3.24	3.32	4.24	6.30	1.10
rarD	1	4	0	10	4	6	5	6	5	10	1	9	8	8	5	8	3.51	4.67	0.00	12.01	8.05	7.00	6.03	8.31	8.44	7.75	1.12	9.73	26.55	8.48	5.25	8.77
yigI	0	0	0	3	0	1	0	2	0	0	0	0	0	1	0	1	0.00	0.00	0.00	3.60	0.00	1.17	0.00	2.77	0.00	0.00	0.00	0.00	0.00	1.06	0.00	1.10
pldA	7	15	1	23	6	11	15	23	14	24	10	8	5	19	10	12	24.58	17.52	7.21	27.63	12.07	12.83	18.10	31.84	23.62	18.59	11.24	8.65	16.59	20.14	10.50	13.16
recQ	6	12	6	21	15	7	22	28	16	42	21	29	4	22	13	24	21.07	14.02	43.28	25.23	30.19	8.16	26.54	38.76	26.99	32.54	23.61	31.36	13.28	23.32	13.65	26.32
rhtC	7	13	0	12	8	13	13	14	15	38	18	11	4	19	9	18	24.58	15.19	0.00	14.41	16.10	15.16	15.68	19.38	25.31	29.44	20.24	11.89	13.28	20.14	9.45	19.74
rhtB	1	8	0	3	1	7	7	8	7	26	8	4	2	9	1	8	3.51	9.35	0.00	3.60	2.01	8.16	8.45	11.07	11.81	20.14	8.99	4.32	6.64	9.54	1.05	8.77
pldB	2	19	0	25	11	15	16	21	24	37	17	39	6	32	15	7	7.02	22.20	0.00	30.03	22.14	17.49	19.30	29.07	40.49	28.66	19.11	42.17	19.91	33.93	15.75	7.68
yigL	4	5	2	17	6	13	9	5	16	21	7	4	3	16	12	5	14.05	5.84	14.43	20.42	12.07	15.16	10.86	6.92	26.99	16.27	7.87	4.32	9.96	16.96	12.60	5.48
SL1344_RS20375	2	8	1	12	5	13	8	8	7	24	5	4	3	11	12	11	7.02	9.35	7.21	14.41	10.06	15.16	9.65	11.07	11.81	18.59	5.62	4.32	9.96	11.66	12.60	12.06
metR	0	6	4	10	2	4	6	5	0	10	6	4	2	3	3	10	0.00	7.01	28.85	12.01	4.02	4.66	7.24	6.92	0.00	7.75	6.75	4.32	6.64	3.18	3.15	10.97
metE	1	1	0	3	4	3	3	2	2	2	7	6	2	1	3	11	3.51	1.17	0.00	3.60	8.05	3.50	3.62	2.77	3.37	1.55	7.87	6.49	6.64	1.06	3.15	12.06
SL1344_RS20390	0	2	1	2	2	6	2	1	5	3	7	1	0	1	1	2	0.00	2.34	7.21	2.40	4.02	7.00	2.41	1.38	8.44	2.32	7.87	1.08	0.00	1.06	1.05	2.19
SL1344_RS20395	1	4	1	2	3	5	1	4	3	4	6	1	1	2	2	3	3.51	4.67	7.21	2.40	6.04	5.83	1.21	5.54	5.06	3.10	6.75	1.08	3.32	2.12	2.10	3.29
udp	10	18	1	14	21	100	39	20	19	43	26	24	10	25	24	50	35.11	21.03	7.21	16.82	42.26	116.62	47.05	27.68	32.06	33.31	29.23	25.95	33.19	26.51	25.20	54.84
rmuC	3	10	2	11	7	11	7	11	8	10	12	12	2	7	11	8	10.53	11.68	14.43	13.21	14.09	12.83	8.45	15.23	13.50	7.75	13.49	12.97	6.64	7.42	11.55	8.77
ubiE	4	24	5	16	20	18	24	32	20	38	28	23	6	22	18	24	14.05	28.04	36.07	19.22	40.25	20.99	28.95	44.29	33.74	29.44	31.48	24.87	19.91	23.32	18.90	26.32
ubiJ	2	15	3	13	7	10	19	10	15	34	14	11	2	15	12	21	7.02	17.52	21.64	15.62	14.09	11.66	22.92	13.84	25.31	26.34	15.74	11.89	6.64	15.90	12.60	23.03
ubiB	3	29	4	21	12	22	29	15	25	48	20	25	10	33	22	27	10.53	33.88	28.85	25.23	24.15	25.66	34.99	20.76	42.18	37.19	22.49	27.03	33.19	34.99	23.10	29.61
tatA	3	19	1	12	5	22	30	10	19	36	23	26	13	25	17	13	10.53	22.20	7.21	14.41	10.06	25.66	36.19	13.84	32.06	27.89	25.86	28.11	43.15	26.51	17.85	14.26
tatB	3	21	1	14	9	25	34	12	23	39	25	26	9	32	17	14	10.53	24.53	7.21	16.82	18.11	29.15	41.02	16.61	38.80	30.21	28.11	28.11	29.87	33.93	17.85	15.35
tatC	8	16	3	21	10	27	31	12	25	44	32	21	10	35	26	13	28.09	18.69	21.64	25.23	20.12	31.49	37.40	16.61	42.18	34.09	35.98	22.71	33.19	37.11	27.30	14.26
tatD	3	7	1	7	3	7	10	4	11	16	10	7	0	14	9	10	10.53	8.18	7.21	8.41	6.04	8.16	12.06	5.54	18.56	12.40	11.24	7.57	0.00	14.84	9.45	10.97
rfaH	4	11	1	7	9	13	11	12	18	18	10	13	7	17	6	18	14.05	12.85	7.21	8.41	18.11	15.16	13.27	16.61	30.37	13.95	11.24	14.06	23.23	18.02	6.30	19.74
ubiD	10	42	2	47	27	28	33	17	40	79	23	29	12	33	20	20	35.11	49.07	14.43	56.46	54.34	32.65	39.81	23.53	67.49	61.20	25.86	31.36	39.83	34.99	21.00	21.93
fre	2	10	1	32	11	15	18	6	27	58	3	11	8	23	15	14	7.02	11.68	7.21	38.44	22.14	17.49	21.72	8.31	45.55	44.93	3.37	11.89	26.55	24.38	15.75	15.35
SL1344_RS20460	0	4	0	4	3	9	3	3	3	4	2	5	1	4	8	2	0.00	4.67	0.00	4.80	6.04	10.50	3.62	4.15	5.06	3.10	2.25	5.41	3.32	4.24	8.40	2.19
fadA	0	1	0	2	1	3	0	1	0	1	0	2	0	1	1	1	0.00	1.17	0.00	2.40	2.01	3.50	0.00	1.38	0.00	0.77	0.00	2.16	0.00	1.06	1.05	1.10
fadB	1	1	0	2	2	0	2	4	1	2	0	0	0	0	0	0	3.51	1.17	0.00	2.40	4.02	0.00	2.41	5.54	1.69	1.55	0.00	0.00	0.00	0.00	0.00	0.00
pepQ	3	15	2	13	6	28	16	8	6	45	19	16	5	19	14	12	10.53	17.52	14.43	15.62	12.07	32.65	19.30	11.07	10.12	34.86	21.36	17.30	16.59	20.14	14.70	13.16
SL1344_RS20480	1	9	2	22	10	17	13	5	6	23	11	9	6	15	9	9	3.51	10.51	14.43	26.43	20.12	19.82	15.68	6.92	10.12	17.82	12.37	9.73	19.91	15.90	9.45	9.87
trkH	4	27	1	22	10	23	18	11	13	33	24	22	11	21	17	13	14.05	31.54	7.21	26.43	20.12	26.82	21.72	15.23	21.93	25.57	26.98	23.79	36.51	22.26	17.85	14.26
hemG	2	11	1	12	5	16	16	15	12	23	9	7	6	10	9	8	7.02	12.85	7.21	14.41	10.06	18.66	19.30	20.76	20.25	17.82	10.12	7.57	19.91	10.60	9.45	8.77
mobB	1	4	0	5	0	4	2	0	2	3	6	4	1	6	3	1	3.51	4.67	0.00	6.01	0.00	4.66	2.41	0.00	3.37	2.32	6.75	4.32	3.32	6.36	3.15	1.10
mobA	0	2	2	2	2	8	5	4	3	11	2	4	2	2	7	4	0.00	2.34	14.43	2.40	4.02	9.33	6.03	5.54	5.06	8.52	2.25	4.32	6.64	2.12	7.35	4.39
SL1344_RS20530	5	9	1	11	3	18	15	4	7	19	20	17	6	25	15	21	17.56	10.51	7.21	13.21	6.04	20.99	18.10	5.54	11.81	14.72	22.49	18.38	19.91	26.51	15.75	23.03
SL1344_RS20535	9	23	3	29	18	33	42	25	24	58	32	43	13	40	22	45	31.60	26.87	21.64	34.84	36.22	38.48	50.67	34.60	40.49	44.93	35.98	46.49	43.15	42.41	23.10	49.35
dsbA	8	19	3	30	19	27	27	14	22	51	21	25	10	31	23	30	28.09	22.20	21.64	36.04	38.24	31.49	32.57	19.38	37.12	39.51	23.61	27.03	33.19	32.87	24.15	32.90
SL1344_RS20545	5	14	1	15	16	18	14	7	15	27	19	12	9	22	16	14	17.56	16.36	7.21	18.02	32.20	20.99	16.89	9.69	25.31	20.92	21.36	12.97	29.87	23.32	16.80	15.35
polA	3	9	2	10	7	17	11	11	13	19	14	12	14	23	5	13	10.53	10.51	14.43	12.01	14.09	19.82	13.27	15.23	21.93	14.72	15.74	12.97	46.46	24.38	5.25	14.26
yihA	8	27	1	16	11	28	14	34	25	26	21	32	13	27	20	18	28.09	31.54	7.21	19.22	22.14	32.65	16.89	47.06	42.18	20.14	23.61	34.60	43.15	28.63	21.00	19.74
SL1344_RS20565	381	2016	97	996	600	556	1416	876	446	905	1517	2256	434	1551	636	1431	1337.87	2355.36	699.69	1196.44	1207.48	648.39	1708.31	1212.56	752.47	701.13	1705.64	2439.29	1440.40	1644.40	667.80	1569.44
yihI	0	3	1	3	1	7	7	4	2	3	10	10	0	6	11	8	0.00	3.50	7.21	3.60	2.01	8.16	8.45	5.54	3.37	2.32	11.24	10.81	0.00	6.36	11.55	8.77
hemN	0	11	1	11	3	22	10	11	12	15	18	15	7	14	17	15	0.00	12.85	7.21	13.21	6.04	25.66	12.06	15.23	20.25	11.62	20.24	16.22	23.23	14.84	17.85	16.45
SL1344_RS27245	3	19	1	18	9	21	12	13	13	23	28	47	7	23	14	25	10.53	22.20	7.21	21.62	18.11	24.49	14.48	17.99	21.93	17.82	31.48	50.82	23.23	24.38	14.70	27.42
glnG	2	9	6	10	6	15	9	14	15	27	4	7	7	13	13	6	7.02	10.51	43.28	12.01	12.07	17.49	10.86	19.38	25.31	20.92	4.50	7.57	23.23	13.78	13.65	6.58
glnL	2	10	3	13	7	12	16	22	20	43	4	5	12	20	11	8	7.02	11.68	21.64	15.62	14.09	13.99	19.30	30.45	33.74	33.31	4.50	5.41	39.83	21.20	11.55	8.77
glnA	49	154	7	145	75	46	108	155	172	469	28	42	65	197	69	60	172.06	179.92	50.49	174.18	150.94	53.64	130.30	214.55	290.19	363.35	31.48	45.41	215.73	208.86	72.45	65.80
typA	24	107	14	69	50	67	109	79	64	146	69	73	40	101	52	62	84.28	125.01	100.99	82.89	100.62	78.13	131.50	109.35	107.98	113.11	77.58	78.93	132.76	107.08	54.60	68.00
SL1344_RS20600	13	18	2	46	15	29	36	13	21	55	17	18	17	43	9	21	45.65	21.03	14.43	55.26	30.19	33.82	43.43	17.99	35.43	42.61	19.11	19.46	56.42	45.59	9.45	23.03
SL1344_RS20605	1	1	0	0	1	1	1	1	0	3	1	1	1	0	2	0	3.51	1.17	0.00	0.00	2.01	1.17	1.21	1.38	0.00	2.32	1.12	1.08	3.32	0.00	2.10	0.00
SL1344_RS20610	1	2	0	1	0	1	3	1	2	3	0	4	1	4	0	0	3.51	2.34	0.00	1.20	0.00	1.17	3.62	1.38	3.37	2.32	0.00	4.32	3.32	4.24	0.00	0.00
SL1344_RS20615	0	2	0	4	0	3	4	1	0	3	1	2	1	3	0	2	0.00	2.34	0.00	4.80	0.00	3.50	4.83	1.38	0.00	2.32	1.12	2.16	3.32	3.18	0.00	2.19
SL1344_RS20620	0	2	0	2	0	1	1	1	1	3	3	3	0	7	1	1	0.00	2.34	0.00	2.40	0.00	1.17	1.21	1.38	1.69	2.32	3.37	3.24	0.00	7.42	1.05	1.10
SL1344_RS20625	0	1	0	0	0	1	0	0	0	3	4	5	0	7	1	0	0.00	1.17	0.00	0.00	0.00	1.17	0.00	0.00	0.00	2.32	4.50	5.41	0.00	7.42	1.05	0.00
ompL	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.08	0.00	0.00	0.00	0.00
SL1344_RS20635	1	0	0	0	0	2	0	0	5	1	1	0	0	1	3	1	3.51	0.00	0.00	0.00	0.00	2.33	0.00	0.00	8.44	0.77	1.12	0.00	0.00	1.06	3.15	1.10
SL1344_RS20640	2	3	0	0	0	5	4	3	2	3	1	3	1	4	2	1	7.02	3.50	0.00	0.00	0.00	5.83	4.83	4.15	3.37	2.32	1.12	3.24	3.32	4.24	2.10	1.10
SL1344_RS20645	1	0	1	2	0	4	0	2	6	0	3	1	2	2	1	4	3.51	0.00	7.21	2.40	0.00	4.66	0.00	2.77	10.12	0.00	3.37	1.08	6.64	2.12	1.05	4.39
