name	YB1_aer_MinION_count	YB1_aer_0508_count	YB1_ana_v2_count	YB1_ana_0507_count	YB1_ana_0508_count	YB1_aer_clone_0516_count	YB1_ana_clone_0516_count	SL7207_aer_0507_count	SL7207_aer_0509_count	SL7207_ana_0509_count	dAsd_aer_0511_count	dAsd_ana_0512_count	dAsd_aer_0514_count	dAsd_ana_0514_count	PW_aer_0515_count	PW_ana_0515_count	YB1_aer_MinION_cpm	YB1_aer_0508_cpm	YB1_ana_v2_cpm	YB1_ana_0507_cpm	YB1_ana_0508_cpm	YB1_aer_clone_0516_cpm	YB1_ana_clone_0516_cpm	SL7207_aer_0507_cpm	SL7207_aer_0509_cpm	SL7207_ana_0509_cpm	dAsd_aer_0511_cpm	dAsd_ana_0512_cpm	dAsd_aer_0514_cpm	dAsd_ana_0514_cpm	PW_aer_0515_cpm	PW_ana_0515_cpm
SL1344_RS13705	1	9	2	3	0	11	9	9	4	14	8	3	3	10	6	4	3.51	10.51	14.43	3.60	0.00	12.83	10.86	12.46	6.75	10.85	8.99	3.24	9.96	10.60	6.30	4.39
dgcN	3	12	2	15	2	11	5	12	7	12	7	2	3	7	4	5	10.53	14.02	14.43	18.02	4.02	12.83	6.03	16.61	11.81	9.30	7.87	2.16	9.96	7.42	4.20	5.48
SL1344_RS13715	0	7	0	6	0	9	9	3	8	12	9	8	0	3	6	5	0.00	8.18	0.00	7.21	0.00	10.50	10.86	4.15	13.50	9.30	10.12	8.65	0.00	3.18	6.30	5.48
SL1344_RS13720	0	1	0	4	0	10	7	1	3	4	5	3	0	1	2	3	0.00	1.17	0.00	4.80	0.00	11.66	8.45	1.38	5.06	3.10	5.62	3.24	0.00	1.06	2.10	3.29
SL1344_RS13725	0	1	0	4	1	10	7	1	4	4	7	4	2	2	5	3	0.00	1.17	0.00	4.80	2.01	11.66	8.45	1.38	6.75	3.10	7.87	4.32	6.64	2.12	5.25	3.29
SL1344_RS13730	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0.00	1.17	0.00	0.00	0.00	0.00	0.00	1.38	0.00	0.00	0.00	0.00	0.00	0.00	1.05	0.00
SL1344_RS13735	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.38	0.00	0.00	0.00	0.00	0.00	0.00	1.05	0.00
SL1344_RS25725	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.38	1.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SL1344_RS13745	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.38	1.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SL1344_RS13750	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.77	0.00	0.00	0.00	1.06	0.00	0.00
SL1344_RS13755	0	2	0	0	0	0	3	0	0	1	2	1	0	1	0	0	0.00	2.34	0.00	0.00	0.00	0.00	3.62	0.00	0.00	0.77	2.25	1.08	0.00	1.06	0.00	0.00
SL1344_RS27405	0	0	0	0	0	0	3	0	0	1	3	1	0	2	0	0	0.00	0.00	0.00	0.00	0.00	0.00	3.62	0.00	0.00	0.77	3.37	1.08	0.00	2.12	0.00	0.00
SL1344_RS13765	0	1	0	2	0	1	2	1	1	1	0	1	0	0	0	1	0.00	1.17	0.00	2.40	0.00	1.17	2.41	1.38	1.69	0.77	0.00	1.08	0.00	0.00	0.00	1.10
SL1344_RS13770	0	1	0	1	0	2	0	0	0	0	1	0	0	0	1	0	0.00	1.17	0.00	1.20	0.00	2.33	0.00	0.00	0.00	0.00	1.12	0.00	0.00	0.00	1.05	0.00
SL1344_RS13775	0	4	0	4	0	2	2	1	0	5	3	1	1	1	2	3	0.00	4.67	0.00	4.80	0.00	2.33	2.41	1.38	0.00	3.87	3.37	1.08	3.32	1.06	2.10	3.29
SL1344_RS13780	0	3	0	5	2	4	2	7	2	7	4	3	0	3	8	8	0.00	3.50	0.00	6.01	4.02	4.66	2.41	9.69	3.37	5.42	4.50	3.24	0.00	3.18	8.40	8.77
SL1344_RS25730	0	2	0	4	3	6	5	3	3	12	1	4	1	4	11	9	0.00	2.34	0.00	4.80	6.04	7.00	6.03	4.15	5.06	9.30	1.12	4.32	3.32	4.24	11.55	9.87
rplS	37	150	14	107	72	205	144	107	76	221	92	127	46	129	130	100	129.92	175.25	100.99	128.53	144.90	239.06	173.73	148.11	128.22	171.21	103.44	137.32	152.67	136.77	136.50	109.67
trmD	45	122	16	91	74	186	155	95	72	213	102	110	52	143	139	91	158.02	142.54	115.41	109.31	148.92	216.91	187.00	131.50	121.48	165.02	114.68	118.94	172.58	151.61	145.95	99.80
rimM	33	104	20	76	64	157	138	97	61	195	95	102	45	124	131	85	115.88	121.51	144.27	91.29	128.80	183.09	166.49	134.27	102.92	151.07	106.81	110.29	149.35	131.47	137.55	93.22
rpsP	25	106	15	73	57	143	120	88	60	179	93	97	43	122	124	76	87.79	123.84	108.20	87.69	114.71	166.76	144.77	121.81	101.23	138.68	104.56	104.88	142.71	129.35	130.20	83.35
ffh	11	32	2	36	28	29	22	41	44	112	22	23	14	39	36	29	38.63	37.39	14.43	43.24	56.35	33.82	26.54	56.75	74.24	86.77	24.74	24.87	46.46	41.35	37.80	31.81
SL1344_RS13810	5	11	2	6	9	11	16	16	15	36	12	8	2	11	5	12	17.56	12.85	14.43	7.21	18.11	12.83	19.30	22.15	25.31	27.89	13.49	8.65	6.64	11.66	5.25	13.16
SL1344_RS13815	6	14	2	18	13	17	18	25	26	63	9	10	6	22	16	13	21.07	16.36	14.43	21.62	26.16	19.82	21.72	34.60	43.87	48.81	10.12	10.81	19.91	23.32	16.80	14.26
SL1344_RS13820	3	12	1	8	4	11	7	10	20	32	3	7	4	9	7	10	10.53	14.02	7.21	9.61	8.05	12.83	8.45	13.84	33.74	24.79	3.37	7.57	13.28	9.54	7.35	10.97
grpE	3	20	1	33	19	21	23	25	27	66	32	36	11	29	27	23	10.53	23.37	7.21	39.64	38.24	24.49	27.75	34.60	45.55	51.13	35.98	38.92	36.51	30.75	28.35	25.23
nadK	0	4	0	3	0	8	4	5	4	8	1	5	2	7	8	4	0.00	4.67	0.00	3.60	0.00	9.33	4.83	6.92	6.75	6.20	1.12	5.41	6.64	7.42	8.40	4.39
recN	2	14	1	11	8	11	9	22	7	28	9	9	2	14	13	9	7.02	16.36	7.21	13.21	16.10	12.83	10.86	30.45	11.81	21.69	10.12	9.73	6.64	14.84	13.65	9.87
bamE	4	27	0	15	11	24	24	11	15	31	21	22	8	15	10	25	14.05	31.54	0.00	18.02	22.14	27.99	28.95	15.23	25.31	24.02	23.61	23.79	26.55	15.90	10.50	27.42
SL1344_RS13845	0	9	3	15	7	13	14	9	13	24	15	15	3	20	12	17	0.00	10.51	21.64	18.02	14.09	15.16	16.89	12.46	21.93	18.59	16.87	16.22	9.96	21.20	12.60	18.64
SL1344_RS13850	0	10	2	13	10	13	15	12	10	18	16	13	3	9	9	12	0.00	11.68	14.43	15.62	20.12	15.16	18.10	16.61	16.87	13.95	17.99	14.06	9.96	9.54	9.45	13.16
smpB	9	32	0	30	18	23	11	22	34	55	19	23	5	28	28	18	31.60	37.39	0.00	36.04	36.22	26.82	13.27	30.45	57.36	42.61	21.36	24.87	16.59	29.69	29.40	19.74
bapA	5	12	4	10	3	8	6	11	10	10	14	13	2	8	5	12	17.56	14.02	28.85	12.01	6.04	9.33	7.24	15.23	16.87	7.75	15.74	14.06	6.64	8.48	5.25	13.16
SL1344_RS13865	0	3	0	3	0	3	3	2	1	3	8	8	0	2	0	7	0.00	3.50	0.00	3.60	0.00	3.50	3.62	2.77	1.69	2.32	8.99	8.65	0.00	2.12	0.00	7.68
SL1344_RS13870	0	0	0	0	2	0	1	1	0	0	1	3	0	0	0	0	0.00	0.00	0.00	0.00	4.02	0.00	1.21	1.38	0.00	0.00	1.12	3.24	0.00	0.00	0.00	0.00
SL1344_RS13875	1	2	0	2	2	2	1	4	2	3	2	4	0	2	1	2	3.51	2.34	0.00	2.40	4.02	2.33	1.21	5.54	3.37	2.32	2.25	4.32	0.00	2.12	1.05	2.19
SL1344_RS13880	2	13	2	6	4	10	0	9	12	9	0	2	0	4	8	5	7.02	15.19	14.43	7.21	8.05	11.66	0.00	12.46	20.25	6.97	0.00	2.16	0.00	4.24	8.40	5.48
SL1344_RS13885	1	3	0	1	2	2	0	3	6	4	0	2	0	1	2	1	3.51	3.50	0.00	1.20	4.02	2.33	0.00	4.15	10.12	3.10	0.00	2.16	0.00	1.06	2.10	1.10
SL1344_RS13890	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0.00	0.00	0.00	1.20	0.00	0.00	0.00	0.00	0.00	0.77	0.00	1.08	0.00	0.00	0.00	0.00
SL1344_RS13895	0	1	0	1	0	1	0	1	1	3	0	1	1	0	1	0	0.00	1.17	0.00	1.20	0.00	1.17	0.00	1.38	1.69	2.32	0.00	1.08	3.32	0.00	1.05	0.00
SL1344_RS13900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SL1344_RS13905	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	1.21	0.00	0.00	0.77	0.00	0.00	0.00	0.00	0.00	0.00
SL1344_RS13910	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0.00	1.17	0.00	0.00	0.00	0.00	1.21	0.00	0.00	0.77	0.00	0.00	0.00	0.00	0.00	0.00
SL1344_RS13915	0	1	0	1	0	0	1	1	0	1	2	1	1	1	0	2	0.00	1.17	0.00	1.20	0.00	0.00	1.21	1.38	0.00	0.77	2.25	1.08	3.32	1.06	0.00	2.19
sopE	2	12	0	26	3	16	3	9	11	18	0	0	0	0	7	156	7.02	14.02	0.00	31.23	6.04	18.66	3.62	12.46	18.56	13.95	0.00	0.00	0.00	0.00	7.35	171.09
SL1344_RS13930	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	9	0.00	0.00	0.00	1.20	0.00	1.17	0.00	0.00	3.37	0.00	0.00	0.00	0.00	0.00	0.00	9.87
SL1344_RS13935	0	0	0	1	1	4	2	1	0	1	0	1	1	0	0	1	0.00	0.00	0.00	1.20	2.01	4.66	2.41	1.38	0.00	0.77	0.00	1.08	3.32	0.00	0.00	1.10
SL1344_RS13940	0	1	0	1	0	4	4	2	1	3	0	1	0	0	1	1	0.00	1.17	0.00	1.20	0.00	4.66	4.83	2.77	1.69	2.32	0.00	1.08	0.00	0.00	1.05	1.10
SL1344_RS13945	0	0	0	0	1	3	2	0	0	1	0	0	0	0	0	1	0.00	0.00	0.00	0.00	2.01	3.50	2.41	0.00	0.00	0.77	0.00	0.00	0.00	0.00	0.00	1.10
SL1344_RS13950	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0.00	0.00	0.00	0.00	0.00	2.33	0.00	0.00	0.00	0.00	0.00	1.08	0.00	0.00	0.00	0.00
SL1344_RS13955	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.08	0.00	0.00	0.00	0.00
SL1344_RS13960	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.10
SL1344_RS13965	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.38	0.00	0.00	0.00	0.00	0.00	0.00	1.05	1.10
lysC	2	5	3	0	2	5	5	3	2	4	23	25	1	13	3	5	7.02	5.84	21.64	0.00	4.02	5.83	6.03	4.15	3.37	3.10	25.86	27.03	3.32	13.78	3.15	5.48
lysB	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.12	0.00	0.00	0.00	0.00	0.00
SL1344_RS13975	0	1	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0.00	1.17	0.00	1.20	0.00	0.00	0.00	0.00	0.00	1.55	0.00	1.08	0.00	0.00	0.00	0.00
SL1344_RS13980	0	2	0	3	0	0	1	0	0	1	0	1	0	0	0	0	0.00	2.34	0.00	3.60	0.00	0.00	1.21	0.00	0.00	0.77	0.00	1.08	0.00	0.00	0.00	0.00
SL1344_RS13985	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	1.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SL1344_RS13990	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.00	2.34	0.00	0.00	0.00	0.00	0.00	1.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SL1344_RS13995	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.00	2.34	0.00	0.00	0.00	0.00	0.00	1.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gpM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SL1344_RS14005	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.32	0.00	0.00	0.00
SL1344_RS14010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SL1344_RS14015	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0.00	1.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.12	1.08	0.00	0.00	0.00	2.19
SL1344_RS14020	0	3	0	1	2	1	0	1	4	4	0	0	3	3	2	0	0.00	3.50	0.00	1.20	4.02	1.17	0.00	1.38	6.75	3.10	0.00	0.00	9.96	3.18	2.10	0.00
SL1344_RS14025	1	3	0	5	3	2	2	5	4	10	2	1	5	3	6	3	3.51	3.50	0.00	6.01	6.04	2.33	2.41	6.92	6.75	7.75	2.25	1.08	16.59	3.18	6.30	3.29
SL1344_RS14030	2	3	1	4	3	8	3	3	3	8	3	1	5	2	4	3	7.02	3.50	7.21	4.80	6.04	9.33	3.62	4.15	5.06	6.20	3.37	1.08	16.59	2.12	4.20	3.29
SL1344_RS14040	3	7	0	4	4	11	4	5	8	11	11	5	4	7	24	13	10.53	8.18	0.00	4.80	8.05	12.83	4.83	6.92	13.50	8.52	12.37	5.41	13.28	7.42	25.20	14.26
SL1344_RS14045	4	6	0	6	4	14	6	7	7	13	12	2	4	13	29	15	14.05	7.01	0.00	7.21	8.05	16.33	7.24	9.69	11.81	10.07	13.49	2.16	13.28	13.78	30.45	16.45
SL1344_RS14050	0	3	0	1	0	3	2	0	2	2	2	0	0	2	2	2	0.00	3.50	0.00	1.20	0.00	3.50	2.41	0.00	3.37	1.55	2.25	0.00	0.00	2.12	2.10	2.19
SL1344_RS14055	0	3	0	1	0	4	2	0	3	2	1	0	0	2	3	2	0.00	3.50	0.00	1.20	0.00	4.66	2.41	0.00	5.06	1.55	1.12	0.00	0.00	2.12	3.15	2.19
SL1344_RS14065	1	2	0	3	0	1	4	1	1	1	1	1	2	1	0	0	3.51	2.34	0.00	3.60	0.00	1.17	4.83	1.38	1.69	0.77	1.12	1.08	6.64	1.06	0.00	0.00
SL1344_RS14070	1	0	0	1	0	0	2	2	1	0	1	0	1	1	0	0	3.51	0.00	0.00	1.20	0.00	0.00	2.41	2.77	1.69	0.00	1.12	0.00	3.32	1.06	0.00	0.00
SL1344_RS14075	1	0	0	1	0	0	1	2	0	0	0	0	1	1	0	0	3.51	0.00	0.00	1.20	0.00	0.00	1.21	2.77	0.00	0.00	0.00	0.00	3.32	1.06	0.00	0.00
SL1344_RS14080	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0.00	0.00	0.00	1.20	0.00	0.00	0.00	1.38	0.00	0.00	0.00	0.00	3.32	0.00	0.00	0.00
SL1344_RS25740	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.32	0.00	0.00	0.00
SL1344_RS14085	0	3	1	2	2	2	4	2	2	1	3	1	2	3	6	2	0.00	3.50	7.21	2.40	4.02	2.33	4.83	2.77	3.37	0.77	3.37	1.08	6.64	3.18	6.30	2.19
SL1344_RS14090	0	0	0	1	2	1	1	0	1	1	0	0	0	2	1	0	0.00	0.00	0.00	1.20	4.02	1.17	1.21	0.00	1.69	0.77	0.00	0.00	0.00	2.12	1.05	0.00
SL1344_RS14095	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0.00	0.00	0.00	1.20	2.01	1.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.06	1.05	1.10
SL1344_RS14100	0	2	1	3	0	4	0	2	0	0	3	3	0	3	8	4	0.00	2.34	7.21	3.60	0.00	4.66	0.00	2.77	0.00	0.00	3.37	3.24	0.00	3.18	8.40	4.39
SL1344_RS14105	0	1	1	2	1	6	2	2	0	0	2	2	1	3	6	3	0.00	1.17	7.21	2.40	2.01	7.00	2.41	2.77	0.00	0.00	2.25	2.16	3.32	3.18	6.30	3.29
SL1344_RS14110	1	2	0	2	3	4	1	3	2	1	5	3	2	1	5	3	3.51	2.34	0.00	2.40	6.04	4.66	1.21	4.15	3.37	0.77	5.62	3.24	6.64	1.06	5.25	3.29
SL1344_RS14115	2	4	0	6	4	4	4	5	5	10	5	2	1	4	8	4	7.02	4.67	0.00	7.21	8.05	4.66	4.83	6.92	8.44	7.75	5.62	2.16	3.32	4.24	8.40	4.39
SL1344_RS14120	3	2	0	4	5	5	5	5	5	11	2	1	0	7	9	3	10.53	2.34	0.00	4.80	10.06	5.83	6.03	6.92	8.44	8.52	2.25	1.08	0.00	7.42	9.45	3.29
SL1344_RS14125	2	1	0	1	0	2	1	1	2	1	2	0	0	1	1	0	7.02	1.17	0.00	1.20	0.00	2.33	1.21	1.38	3.37	0.77	2.25	0.00	0.00	1.06	1.05	0.00
SL1344_RS14130	2	2	0	0	1	3	2	2	2	1	3	1	0	1	2	0	7.02	2.34	0.00	0.00	2.01	3.50	2.41	2.77	3.37	0.77	3.37	1.08	0.00	1.06	2.10	0.00
SL1344_RS14135	1	3	1	0	1	2	1	3	1	1	4	3	0	2	5	1	3.51	3.50	7.21	0.00	2.01	2.33	1.21	4.15	1.69	0.77	4.50	3.24	0.00	2.12	5.25	1.10
SL1344_RS14140	0	1	0	1	0	0	0	0	0	1	1	1	1	1	0	0	0.00	1.17	0.00	1.20	0.00	0.00	0.00	0.00	0.00	0.77	1.12	1.08	3.32	1.06	0.00	0.00
SL1344_RS14145	0	1	0	1	0	1	0	0	0	1	2	1	0	1	0	0	0.00	1.17	0.00	1.20	0.00	1.17	0.00	0.00	0.00	0.77	2.25	1.08	0.00	1.06	0.00	0.00
SL1344_RS14150	0	0	0	1	0	1	0	0	0	1	2	0	0	1	0	0	0.00	0.00	0.00	1.20	0.00	1.17	0.00	0.00	0.00	0.77	2.25	0.00	0.00	1.06	0.00	0.00
SL1344_RS14155	0	0	1	0	0	1	0	0	1	1	0	0	0	2	0	1	0.00	0.00	7.21	0.00	0.00	1.17	0.00	0.00	1.69	0.77	0.00	0.00	0.00	2.12	0.00	1.10
SL1344_RS24860	1	11	1	7	1	4	4	9	2	7	15	9	1	10	12	3	3.51	12.85	7.21	8.41	2.01	4.66	4.83	12.46	3.37	5.42	16.87	9.73	3.32	10.60	12.60	3.29
SL1344_RS14165	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.08	0.00	2.12	1.05	2.19
SL1344_RS14170	0	0	0	0	0	1	0	0	0	0	1	1	0	2	0	1	0.00	0.00	0.00	0.00	0.00	1.17	0.00	0.00	0.00	0.00	1.12	1.08	0.00	2.12	0.00	1.10
SL1344_RS14175	3	14	2	3	1	9	3	6	3	7	5	11	2	10	5	8	10.53	16.36	14.43	3.60	2.01	10.50	3.62	8.31	5.06	5.42	5.62	11.89	6.64	10.60	5.25	8.77
SL1344_RS14190	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0.00	0.00	0.00	0.00	2.01	0.00	0.00	0.00	0.00	0.77	0.00	0.00	0.00	0.00	0.00	0.00
SL1344_RS14195	5	11	2	8	5	12	4	7	6	6	3	3	4	4	8	5	17.56	12.85	14.43	9.61	10.06	13.99	4.83	9.69	10.12	4.65	3.37	3.24	13.28	4.24	8.40	5.48
SL1344_RS14200	1	11	0	6	5	3	3	3	10	8	4	5	4	3	5	3	3.51	12.85	0.00	7.21	10.06	3.50	3.62	4.15	16.87	6.20	4.50	5.41	13.28	3.18	5.25	3.29
SL1344_RS14205	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.77	0.00	0.00	0.00	1.06	0.00	0.00
SL1344_RS14210	1	2	0	0	2	0	2	4	1	3	0	0	0	2	1	0	3.51	2.34	0.00	0.00	4.02	0.00	2.41	5.54	1.69	2.32	0.00	0.00	0.00	2.12	1.05	0.00
SL1344_RS14215	1	1	0	4	3	6	8	5	11	10	4	1	5	12	4	5	3.51	1.17	0.00	4.80	6.04	7.00	9.65	6.92	18.56	7.75	4.50	1.08	16.59	12.72	4.20	5.48
SL1344_RS14220	1	0	0	4	1	7	4	2	12	8	4	2	2	7	2	3	3.51	0.00	0.00	4.80	2.01	8.16	4.83	2.77	20.25	6.20	4.50	2.16	6.64	7.42	2.10	3.29
SL1344_RS14225	0	2	1	1	1	1	2	3	2	3	4	3	3	1	3	3	0.00	2.34	7.21	1.20	2.01	1.17	2.41	4.15	3.37	2.32	4.50	3.24	9.96	1.06	3.15	3.29
SL1344_RS14230	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	2	0.00	0.00	0.00	1.20	0.00	0.00	0.00	1.38	0.00	0.77	0.00	0.00	0.00	0.00	0.00	2.19
SL1344_RS14235	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0.00	0.00	0.00	0.00	0.00	1.17	0.00	1.38	0.00	0.00	1.12	0.00	0.00	0.00	0.00	1.10
SL1344_RS14240	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0.00	0.00	0.00	0.00	0.00	1.17	0.00	1.38	0.00	0.00	0.00	1.08	0.00	0.00	0.00	1.10
SL1344_RS14245	0	2	0	0	0	3	0	2	0	3	2	1	1	0	0	1	0.00	2.34	0.00	0.00	0.00	3.50	0.00	2.77	0.00	2.32	2.25	1.08	3.32	0.00	0.00	1.10
SL1344_RS14250	1	5	0	4	3	7	0	8	4	4	3	6	2	7	3	5	3.51	5.84	0.00	4.80	6.04	8.16	0.00	11.07	6.75	3.10	3.37	6.49	6.64	7.42	3.15	5.48
SL1344_RS14255	0	0	0	1	0	2	0	2	0	1	1	1	1	1	1	1	0.00	0.00	0.00	1.20	0.00	2.33	0.00	2.77	0.00	0.77	1.12	1.08	3.32	1.06	1.05	1.10
hxlA	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	2.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hxlB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SL1344_RS14270	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	1.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ptsG	0	2	0	2	1	2	4	0	0	1	0	2	0	5	3	1	0.00	2.34	0.00	2.40	2.01	2.33	4.83	0.00	0.00	0.77	0.00	2.16	0.00	5.30	3.15	1.10
SL1344_RS14280	2	5	1	0	0	2	1	3	0	3	0	2	0	2	0	3	7.02	5.84	7.21	0.00	0.00	2.33	1.21	4.15	0.00	2.32	0.00	2.16	0.00	2.12	0.00	3.29
SL1344_RS14290	0	2	0	0	0	3	0	1	0	0	0	2	0	0	0	2	0.00	2.34	0.00	0.00	0.00	3.50	0.00	1.38	0.00	0.00	0.00	2.16	0.00	0.00	0.00	2.19
SL1344_RS14295	0	0	0	1	1	2	0	0	0	3	0	1	0	3	0	2	0.00	0.00	0.00	1.20	2.01	2.33	0.00	0.00	0.00	2.32	0.00	1.08	0.00	3.18	0.00	2.19
SL1344_RS14300	1	1	1	1	1	2	0	1	0	2	2	1	0	2	1	3	3.51	1.17	7.21	1.20	2.01	2.33	0.00	1.38	0.00	1.55	2.25	1.08	0.00	2.12	1.05	3.29
SL1344_RS14305	2	4	1	4	1	3	4	5	3	5	2	3	0	2	2	5	7.02	4.67	7.21	4.80	2.01	3.50	4.83	6.92	5.06	3.87	2.25	3.24	0.00	2.12	2.10	5.48
SL1344_RS14320	1	2	1	12	0	4	6	7	6	21	4	2	6	11	5	3	3.51	2.34	7.21	14.41	0.00	4.66	7.24	9.69	10.12	16.27	4.50	2.16	19.91	11.66	5.25	3.29
SL1344_RS14325	1	12	1	23	7	9	22	14	19	40	9	18	14	28	13	14	3.51	14.02	7.21	27.63	14.09	10.50	26.54	19.38	32.06	30.99	10.12	19.46	46.46	29.69	13.65	15.35
SL1344_RS14335	2	1	0	4	1	3	3	1	4	8	2	3	0	2	6	2	7.02	1.17	0.00	4.80	2.01	3.50	3.62	1.38	6.75	6.20	2.25	3.24	0.00	2.12	6.30	2.19
fljA	5	8	0	8	6	0	0	3	1	15	0	1	0	1	9	4	17.56	9.35	0.00	9.61	12.07	0.00	0.00	4.15	1.69	11.62	0.00	1.08	0.00	1.06	9.45	4.39
SL1344_RS14345	110	286	14	322	198	14	8	32	57	201	17	4	6	19	256	93	386.26	334.14	100.99	386.80	398.47	16.33	9.65	44.29	96.17	155.72	19.11	4.32	19.91	20.14	268.80	102.00
hin	1	2	0	2	0	0	1	1	1	1	0	1	0	0	2	4	3.51	2.34	0.00	2.40	0.00	0.00	1.21	1.38	1.69	0.77	0.00	1.08	0.00	0.00	2.10	4.39
iroB	0	2	1	2	1	5	2	1	2	9	0	3	0	5	3	4	0.00	2.34	7.21	2.40	2.01	5.83	2.41	1.38	3.37	6.97	0.00	3.24	0.00	5.30	3.15	4.39
iroC	0	5	1	4	4	4	4	1	2	10	5	17	0	3	0	5	0.00	5.84	7.21	4.80	8.05	4.66	4.83	1.38	3.37	7.75	5.62	18.38	0.00	3.18	0.00	5.48
SL1344_RS14365	0	1	0	2	1	1	1	1	0	3	0	2	0	0	0	0	0.00	1.17	0.00	2.40	2.01	1.17	1.21	1.38	0.00	2.32	0.00	2.16	0.00	0.00	0.00	0.00
SL1344_RS14370	1	4	0	5	8	2	0	6	0	12	1	6	2	1	2	2	3.51	4.67	0.00	6.01	16.10	2.33	0.00	8.31	0.00	9.30	1.12	6.49	6.64	1.06	2.10	2.19
SL1344_RS14375	3	3	0	2	3	4	1	6	5	11	0	4	1	0	2	3	10.53	3.50	0.00	2.40	6.04	4.66	1.21	8.31	8.44	8.52	0.00	4.32	3.32	0.00	2.10	3.29
