gene,YB1_vs_WT_aer,dAsd_vs_WT_aer,residual_aer(YB1-dAsd),YB1_vs_WT_ana,dAsd_vs_WT_ana,residual_ana
pyrC,-0.831,-0.4593,-0.3717,0.3828,0.4035,-0.0207
pyrD,-0.9653,-0.5936,-0.3717,-0.573,0.5211,-1.0941
pyrE,-1.2548,-0.9941,-0.2607,-1.6275,-1.3813,-0.2462
pyrF,-0.5178,-0.9941,0.4763,-0.5279,0.3598,-0.8877
pyrG,-1.0608,-1.5062,0.4454,-0.3998,-0.776,0.3762
pyrH,-0.4799,-1.4416,0.9617,-0.6526,0.035,-0.6876
pyrI,2.9416,0.1434,2.7982,-0.0425,-0.5333,0.4908
pyrL,-0.9653,-1.4416,0.4763,-0.0425,-2.1183,2.0758
qseB,-0.9653,0.8804,-1.8457,-2.3644,-1.2703,-1.0941
qseC,-1.2548,-3.316,2.0612,-1.917,-0.0858,-1.8312
qseE,0.1343,-0.001,0.1353,-0.3528,-0.0612,-0.2916
qseG,1.0853,-0.001,1.0863,0.2331,1.0001,-0.767
queA,-0.9653,-0.5087,-0.4566,0.1019,0.348,-0.2461
queC,1.0105,0.3795,0.631,-0.0425,0.4447,-0.4872
queD,1.1051,0.6288,0.4763,2.7648,1.7886,0.9762
queE,0.4132,0.8804,-0.4672,0.0778,0.0724,0.0054
queF,-0.0324,-0.9941,0.9617,0.8506,1.6135,-0.7629
queG,-1.0005,-1.8393,0.8388,0.2037,-0.1782,0.3819
radA,-0.2283,0.6739,-0.9022,-0.0425,1.0517,-1.0942
radC,-2.5502,-0.2192,-2.331,2.2794,2.9261,-0.6467
raiA,-0.4445,-0.7557,0.3112,-0.0876,-0.8832,0.7956
rapA,-0.9653,-1.4416,0.4763,-1.9685,-1.7223,-0.2462
rapZ,0.014,-0.1279,0.1419,0.5258,0.1006,0.4252
rarA,-0.4715,0.0833,-0.5548,0.5742,-0.1425,0.7167
rarD,-0.2979,0.3039,-0.6018,0.5139,0.5085,0.0054
ratA,1.4864,0.6998,0.7866,-0.0425,0.957,-0.9995
ravA,0.014,0.2236,-0.2096,-0.4384,-0.1328,-0.3056
rbbA,-1.0684,-1.9072,0.8388,-0.2835,-2.1183,1.8348
rbfA,-0.3237,-2.9155,2.5918,-1.2001,-1.1434,-0.0567
rbn,0.3787,0.5304,-0.1517,0.4049,-0.2923,0.6972
rbsA,1.2718,-1.079,2.3508,0.1985,-1.1854,1.3839
rbsB,-0.7588,0.3499,-1.1087,0.1985,0.5308,-0.3323
rbsC,2.2046,0.8804,1.3242,-0.332,-0.2923,-0.0397
rbsD,0.8261,-3.557,4.3831,1.057,0.3598,0.6972
rbsK,-1.4507,-1.4416,-0.0091,0.1985,0.5308,-0.3323
rbsR,-0.0084,-1.6221,1.6137,0.4049,-0.0858,0.4907
rck,0.6197,2.4653,-1.8456,-1.2649,-0.5333,-0.7316
rclA,0.1343,0.506,-0.3717,-0.2835,-0.3269,0.0434
rclB,0.6197,0.1434,0.4763,-0.0425,-0.5333,0.4908
rclC,-0.9653,-1.4416,0.4763,-0.7795,-2.8552,2.0757
rclR,-0.9653,0.6739,-1.6392,-0.0425,-1.0187,0.9762
rcnB,-0.4799,1.0945,-1.5744,1.095,1.7496,-0.6546
rcnR,-1.4309,-1.9072,0.4763,-0.0425,-0.5333,0.4908
rcsA,-0.1173,1.2809,-1.3982,1.1799,0.6891,0.4908
rcsB,-1.2345,0.1434,-1.3779,0.3512,-0.3231,0.6743
rcsC,-0.2471,-0.2872,0.0401,-0.7284,-0.4574,-0.271
rcsD,-0.3596,-0.1838,-0.1758,0.3201,0.3911,-0.071
rcsF,-0.0084,0.5795,-0.5879,-1.3961,-0.6646,-0.7315
rdgC,-1.1061,0.1434,-1.2495,-1.2208,0.2692,-1.49
recA,-0.7224,-1.4726,0.7502,-0.7058,-1.1424,0.4366
recB,-0.1173,-0.5936,0.4763,-0.3249,-0.0028,-0.3221
recC,0.3093,-0.5629,0.8722,0.8055,0.9726,-0.1671
recD,-0.2034,-0.2927,0.0893,-0.249,0.6042,-0.8532
recF,-1.4507,-1.5859,0.1352,-0.2887,-1.2515,0.9628
recG,0.3735,-1.0055,1.379,0.1765,-0.3143,0.4908
recJ,-0.1173,-0.7379,0.6206,-1.1703,-0.7435,-0.4268
recN,-0.4113,-1.1633,0.752,-0.6108,-0.7501,0.1393
recO,0.851,0.9774,-0.1264,0.4232,1.0517,-0.6285
recQ,-1.2409,-0.4105,-0.8304,-0.332,-0.3571,0.0251
recR,0.551,1.057,-0.506,-0.4362,0.3664,-0.8026
recX,0.1343,-1.079,1.2133,-0.573,-2.6488,2.0758
reiD,-1.7022,-2.1785,0.4763,-0.0425,-0.5333,0.4908
relA,-0.1725,-0.225,0.0525,-0.2336,-0.858,0.6244
rep,-0.3373,-0.5087,0.1714,-0.7099,-0.7646,0.0547
repA,-1.1657,-2.4968,1.3311,-0.7859,-0.7191,-0.0668
repC,0.1365,-0.405,0.5415,0.2805,-0.0062,0.2867
rfaC,-1.2063,-0.6184,-0.5879,-0.2978,-0.3852,0.0874
rfaD,-1.2548,-0.78,-0.4748,-0.1387,0.0044,-0.1431
rfaF,0.154,0.2396,-0.0856,0.4429,-0.1707,0.6136
rfaH,-0.8048,-0.671,-0.1338,0.1716,0.4953,-0.3237
rfaJ,-1.4958,-3.557,2.0612,-1.3961,-0.9694,-0.4267
rfaL,-0.2143,-0.5703,0.356,0.4,-0.5333,0.9333
rfaP,0.6197,3.8438,-3.2241,1.5425,1.0517,0.4908
rfaQ,-0.2979,0.3039,-0.6018,-0.7344,-0.4021,-0.3323
rfaY,-0.0324,-0.9941,0.9617,-0.0425,-1.2703,1.2278
rfbA,1.1051,0.6288,0.4763,-0.49,-0.1923,-0.2977
rfbB,-0.0477,-0.0879,0.0402,-0.6592,0.6711,-1.3303
rfbC,0.1343,-0.342,0.4763,-0.6946,0.6511,-1.3457
rfbD,0.4391,0.3039,0.1352,-0.0425,0.1082,-0.1507
rfbF,0.0633,-0.5936,0.6569,-0.2418,-0.4431,0.2013
rfbG,0.4132,0.324,0.0892,1.2014,0.173,1.0284
rfbH,0.0633,0.4537,-0.3904,0.3026,0.7002,-0.3976
rfbJ,-0.6758,-2.2896,1.6138,-0.5279,-0.6777,0.1498
rfbK,0.2571,0.8804,-0.6233,0.1381,-0.5333,0.6714
rfbN,-0.9653,-0.342,-0.6233,0.8904,0.2552,0.6352
rfbV,-1.8133,-1.4416,-0.3717,-0.3769,0.1633,-0.5402
rfc,-0.4276,-0.9039,0.4763,0.2146,-1.8034,2.018
rffA,-0.2734,0.9665,-1.2399,0.6638,0.7734,-0.1096
rffC,1.1051,1.2809,-0.1758,0.247,0.3842,-0.1372
rffG,-0.8543,-0.8,-0.0543,-0.6705,0.0231,-0.6936
rhaA,0.6197,0.1434,0.4763,2.2794,-0.5333,2.8127
rhaB,0.1343,-2.6639,2.7982,-0.7795,-1.2703,0.4908
rhaD,0.9822,-2.6639,3.6461,-0.0425,1.7886,-1.8311
rhaM,0.4391,-0.7741,1.2132,-1.808,-0.9203,-0.8877
rhaR,0.9822,-0.342,1.3242,0.247,-0.8959,1.1429
rhaS,3.427,2.9508,0.4762,0.8055,-0.0479,0.8534
rhaT,-0.9653,-1.4416,0.4763,-0.0425,1.0517,-1.0942
rhlB,0.359,-0.1755,0.5345,-0.9768,-0.4604,-0.5164
rhlE,-0.8543,-0.9561,0.1018,-0.6209,-1.1517,0.5308
rhmD,0.6197,0.8804,-0.2607,2.2794,1.0517,1.2277
rho,-1.0859,-2.5577,1.4718,-1.2875,-1.5826,0.2951
rhtA,0.1722,-0.9561,1.1283,0.1381,-0.7398,0.8779
rhtB,0.6197,0.3844,0.2353,-2.7055,-1.0808,-1.6247
rhtC,-0.0219,-0.4981,0.4762,-1.0134,-0.9386,-0.0748
rhuM,-2.0433,-0.4041,-1.6392,-0.831,-0.5333,-0.2977
ribA,-1.2168,0.1434,-1.3602,-1.3126,-0.1095,-1.2031
ribB,-0.4471,-0.9541,0.507,-0.7562,-1.5587,0.8025
ribD,0.3484,0.3717,-0.0233,0.1056,0.4471,-0.3415
ribE,-1.5272,-0.1669,-1.3603,-1.421,-0.6093,-0.8117
ribF,-0.6604,-0.2436,-0.4168,-0.1185,0.0142,-0.1327
ridA,0.2786,0.2318,0.0468,0.2507,0.8483,-0.5976
rihA,0.2571,-1.4416,1.6987,-0.7795,-1.2703,0.4908
rihC,-1.4958,-0.7497,-0.7461,-0.332,0.6511,-0.9831
rimI,-1.4958,-0.3871,-1.1087,-1.4831,-1.6113,0.1282
rimJ,-0.0324,0.5909,-0.6233,-0.4051,0.3842,-0.7893
rimK,-2.0433,0.419,-2.4623,-1.7587,-1.8869,0.1282
rimL,-1.7022,0.1434,-1.8456,-1.917,0.2552,-2.1722
rimM,-0.1173,0.2896,-0.4069,-1.1861,-0.2577,-0.9284
rimO,0.6197,0.8804,-0.2607,3.4169,2.9261,0.4908
rimP,-0.3088,-0.6948,0.386,-0.2786,-0.1115,-0.1671
ripA,-2.5502,-0.7046,-1.8456,-1.6275,-2.1183,0.4908
ripB,0.6197,2.4653,-1.8456,-0.0425,-2.1183,2.0758
ripC,-0.1173,-0.5936,0.4763,2.7648,2.274,0.4908
ripR,-2.8398,-0.9941,-1.8457,-0.0425,1.0517,-1.0942
rlmA,1.2364,-0.9561,2.1925,-1.142,0.7693,-1.9113
rlmB,-1.7022,-2.3649,0.6627,-2.1129,-3.2376,1.1247
rlmC,-2.1877,-0.5485,-1.6392,-1.421,0.1586,-1.5796
rlmD,-0.7875,-0.3611,-0.4264,-0.1508,-0.6795,0.5287
rlmE,0.182,-1.2405,1.4225,-0.0027,-1.7159,1.7132
rlmF,-0.6604,-0.7741,0.1137,-1.9685,-1.9739,0.0054
rlmG,-1.3063,-1.2972,-0.0091,-1.142,0.0834,-1.2254
rlmH,-0.5647,0.0231,-0.5878,0.5742,0.0834,0.4908
rlmI,-0.3132,0.506,-0.8192,-0.59,0.173,-0.763
rlmKL,0.6197,1.0609,-0.4412,1.3981,2.3318,-0.9337
rlmM,0.6197,-0.043,0.6627,-0.0425,-0.5333,0.4908
rlpA,-0.831,-0.3562,-0.4748,-1.2864,-1.3813,0.0949
rluA,0.0633,-0.413,0.4763,0.1439,0.2234,-0.0795
rluB,-0.4348,-1.152,0.7172,-0.2978,-1.0989,0.8011
rluC,1.0067,0.8353,0.1714,-0.7099,-0.0787,-0.6312
rluD,-0.1173,0.0778,-0.1951,-0.4786,0.4977,-0.9763
rluE,-0.9653,0.4329,-1.3982,-0.4051,0.3842,-0.7893
rluF,-1.7022,-0.9561,-0.7461,1.356,0.5308,0.8252
rmf,2.0053,-0.0559,2.0612,2.1128,2.1971,-0.0843
rmuC,-0.1768,-0.6531,0.4763,1.2529,0.9615,0.2914
rna,0.4753,-1.3103,1.7856,0.2236,-1.7927,2.0163
rnc,0.9607,0.4844,0.4763,-1.2269,-0.3192,-0.9077
rnd,0.8261,-0.7497,1.5758,-0.9356,-1.4264,0.4908
rne,0.1059,-0.4661,0.572,-0.3168,-0.753,0.4362
rng,-0.137,-0.2618,0.1248,0.1353,-0.1603,0.2956
rnhA,-0.0324,0.1434,-0.1758,2.0279,1.5371,0.4908
rnhB,-0.1173,-1.041,0.9237,-1.0134,-1.5042,0.4908
rnk,0.6197,1.4235,-0.8038,-1.879,-1.2703,-0.6087
rnm,-0.0477,-0.7046,0.6569,1.3863,0.0142,1.3721
rnpA,-2.0294,-0.0825,-1.9469,-1.0765,0.4834,-1.5599
rnpB,0.2054,-0.4382,0.6436,1.0454,0.7001,0.3453
rnr,-1.9049,-3.1826,1.2777,-1.7646,-2.8883,1.1237
rnt,0.3065,-0.3562,0.6627,0.3849,0.586,-0.2011
robA,-0.2698,-0.169,-0.1008,-0.1033,0.5034,-0.6067
rodZ,0.5049,-0.5521,1.057,0.0168,0.4917,-0.4749
rof,0.3148,0.3949,-0.0801,-1.6275,0.2037,-1.8312
rpe,-0.2034,0.1434,-0.3468,-0.6044,-1.2396,0.6352
rph,-1.1646,-0.5629,-0.6017,-0.8043,-0.3269,-0.4774
rpiA,0.6197,2.5317,-1.912,0.358,1.7654,-1.4074
rplA,0.3392,0.2971,0.0421,0.286,0.5776,-0.2916
rplB,-0.8558,0.1147,-0.9705,-0.6577,-0.6002,-0.0575
rplC,-0.9865,-0.1091,-0.8774,-0.9546,-0.7461,-0.2085
rplD,-1.1623,-0.6924,-0.4699,-1.3961,-0.8984,-0.4977
rplE,-0.4429,-0.4547,0.0118,-0.7488,-0.9285,0.1797
rplF,-0.0274,-0.0028,-0.0246,-0.2448,-0.6454,0.4006
rplI,-0.1567,-0.1932,0.0365,0.2446,0.5377,-0.2931
rplJ,-0.0261,0.7704,-0.7965,0.0192,0.9381,-0.9189
rplK,-0.1078,0.2534,-0.3612,-0.4396,-0.2577,-0.1819
rplL,0.5327,0.7447,-0.212,0.2084,0.963,-0.7546
rplM,0.4186,-0.4803,0.8989,-0.2424,0.6405,-0.8829
rplN,-0.0223,-0.782,0.7597,-0.9069,-0.2291,-0.6778
rplO,-0.3219,-0.1172,-0.2047,-0.4802,0.1431,-0.6233
rplP,0.1295,-0.4151,0.5446,-0.1011,-0.0094,-0.0917
rplQ,0.3583,-0.5408,0.8991,0.0014,-0.1497,0.1511
rplR,0.1343,0.5755,-0.4412,-1.1348,-0.7836,-0.3512
rplS,0.4617,-0.7436,1.2053,-0.3563,-0.5118,0.1555
rplT,0.1349,-1.2731,1.408,-0.0879,-0.1902,0.1023
rplU,0.2327,0.4602,-0.2275,-0.4983,0.2282,-0.7265
rplV,-0.6672,0.1434,-0.8106,-0.7575,-0.262,-0.4955
rplW,-0.9138,-0.2117,-0.7021,-1.954,-0.771,-1.183
rplX,-0.4635,-0.5556,0.0921,-1.0283,-0.1581,-0.8702
rplY,1.1023,0.6399,0.4624,0.0834,0.843,-0.7596
rpmA,0.7459,0.0759,0.67,0.4096,0.3774,0.0322
rpmB,0.3571,-0.2738,0.6309,-0.2818,0.5774,-0.8592
rpmC,0.4231,-0.2087,0.6318,-0.1813,0.3496,-0.5309
rpmD,-0.5426,-1.0189,0.4763,-1.4093,-0.5333,-0.876
rpmE,0.2904,0.0955,0.1949,-0.426,-0.0311,-0.3949
rpmF,0.2754,0.8543,-0.5789,0.0972,0.9209,-0.8237
rpmG,1.093,0.4903,0.6027,0.0545,0.0724,-0.0179
rpmH,-0.6728,-0.1425,-0.5303,-0.4646,0.4702,-0.9348
rpmI,0.6084,-0.6692,1.2776,-0.2358,-0.1411,-0.0947
rpmJ,0.552,0.0288,0.5232,0.2068,0.1254,0.0814
rpoB,-0.1263,-0.8231,0.6968,-0.8255,-0.4741,-0.3514
rpoC,0.0001,-0.5557,0.5558,-0.2945,-0.261,-0.0335
rpoD,-0.147,-0.4143,0.2673,-0.2867,-0.8402,0.5535
rpoE,0.7039,-2.5196,3.2235,1.4715,-1.6164,3.0879
rpoH,-0.7245,-2.462,1.7375,-0.1916,-2.2589,2.0673
rpoN,-0.1768,-0.8712,0.6944,-0.5463,-0.9534,0.4071
rpoS,0.392,-0.2964,0.6884,-0.2008,-1.0187,0.8179
rpoZ,-1.1061,-0.4249,-0.6812,-0.3442,-0.5888,0.2446
rppH,-0.3314,-0.3223,-0.0091,-0.5495,0.0694,-0.6189
rprA,-0.0142,2.244,-2.2582,0.4801,0.6995,-0.2194
rpsA,0.3801,-0.189,0.5691,-0.1491,0.1136,-0.2627
rpsB,-0.173,0.0199,-0.1929,-0.4265,-0.0212,-0.4053
rpsC,0.1408,0.0767,0.0641,-0.296,-0.1303,-0.1657
rpsD,0.3041,-0.063,0.3671,-0.4859,-0.5069,0.021
rpsE,0.2,-0.2032,0.4032,-0.8091,-0.7723,-0.0368
rpsF,-0.4191,-0.41,-0.0091,-0.9517,0.3996,-1.3513
rpsG,-1.1936,-0.0309,-1.1627,-0.343,-0.0728,-0.2702
rpsH,0.0722,0.2878,-0.2156,-0.6362,-0.7586,0.1224
rpsI,0.8084,-0.4459,1.2543,0.3906,0.7015,-0.3109
rpsJ,-0.9897,-0.3085,-0.6812,-0.8468,-0.1653,-0.6815
rpsK,0.1007,-0.6718,0.7725,-0.8148,-0.9862,0.1714
rpsL,-0.2993,-0.876,0.5767,-0.793,-0.0421,-0.7509
rpsM,-0.1173,-0.1176,0.0003,-0.7174,-1.1104,0.393
rpsN,-1.0965,-0.4105,-0.686,-1.0248,-0.6833,-0.3415
rpsO,0.1737,-0.5337,0.7074,-0.2122,0.0703,-0.2825
rpsP,-0.1725,-0.3339,0.1614,-0.6622,-0.6279,-0.0343
rpsQ,0.7789,0.151,0.6279,0.4429,0.1586,0.2843
rpsR,0.003,1.0461,-1.0431,-0.2395,-0.2053,-0.0342
rpsS,-0.2034,0.101,-0.3044,-0.1291,-0.0201,-0.109
rpsT,1.0215,0.0984,0.9231,0.0303,0.2841,-0.2538
rpsU,-0.6801,0.4891,-1.1692,-0.2561,0.2329,-0.489
rraA,0.452,-0.8265,1.2785,0.3765,-1.0336,1.4101
rraB,0.5348,0.6288,-0.094,0.0521,-0.1122,0.1643
rrf,0.3487,-0.0092,0.3579,0.2863,0.3136,-0.0273
rsd,-0.1173,0.6288,-0.7461,0.4429,0.6042,-0.1613
rseA,-0.1901,-2.0314,1.8413,1.8686,-0.8457,2.7143
rseB,-0.2503,-0.4552,0.2049,1.6552,-0.1095,1.7647
rseC,-1.7022,-0.8,-0.9022,0.8602,-0.6646,1.5248
rseD,1.0067,-3.557,4.5637,1.0355,-0.2438,1.2793
rseP,-0.2778,-0.1227,-0.1551,0.2835,0.0584,0.2251
rsfS,-0.2034,0.2637,-0.4671,-0.7795,-0.3527,-0.4268
rsgA,-0.0845,-1.5446,1.4601,0.4556,-0.5634,1.019
rsmA,-0.3237,-0.1547,-0.169,-0.4418,-0.4712,0.0294
rsmB,1.5372,-0.7046,2.2418,-1.5373,-1.4,-0.1373
rsmC,0.6197,2.194,-1.5743,0.6945,1.723,-1.0285
rsmD,0.6197,2.0179,-1.3982,0.3445,-0.7743,1.1188
rsmE,0.2238,-1.041,1.2648,0.505,0.9757,-0.4707
rsmF,1.4677,0.1434,1.3243,-0.332,0.2552,-0.5872
rsmG,-0.6829,-1.3656,0.6827,-1.004,-0.7886,-0.2154
rsmH,-0.4551,0.2283,-0.6834,0.1716,-0.1328,0.3044
rsmI,1.1502,0.8804,0.2698,2.0279,2.0027,0.0252
rsmJ,0.6197,0.506,0.1137,0.1019,0.0767,0.0252
rsmS,0.6197,0.1434,0.4763,1.5425,-0.5333,2.0758
rspA,0.6197,0.1434,0.4763,-0.0425,-0.5333,0.4908
rssA,0.2327,0.1434,0.0893,-1.2269,-0.3192,-0.9077
rssB,0.6197,0.506,0.1137,-1.142,0.3147,-1.4567
rstA,-0.2896,0.0264,-0.316,0.3336,0.9008,-0.5672
rstB,0.6197,0.8804,-0.2607,-1.6275,1.3412,-2.9687
rsuA,1.3566,2.2589,-0.9023,-1.6275,0.3842,-2.0117
rsxA,-1.3397,-1.5264,0.1867,-2.3644,-1.3813,-0.9831
rsxB,-2.5502,0.1434,-2.6936,-0.8905,-2.1183,1.2278
rsxC,-0.8751,-0.0559,-0.8192,-0.4678,-0.1572,-0.3106
rsxD,-0.0722,0.1434,-0.2156,1.0048,0.6891,0.3157
rsxG,-0.4799,-1.4416,0.9617,0.5855,0.0947,0.4908
rtcA,1.1051,1.5219,-0.4168,-1.421,-1.0638,-0.3572
rtcB,1.8421,2.4653,-0.6232,2.2794,2.9261,-0.6467
rtcR,-0.2979,-0.671,0.3731,0.0334,-0.0148,0.0482
rtsB,0.6197,0.1434,0.4763,-1.6275,-2.1183,0.4908
rutR,-1.4958,0.8353,-2.3311,-0.0425,0.2037,-0.2462
ruvA,1.2477,0.9319,0.3158,1.2529,-0.0858,1.3387
ruvB,-0.2979,0.6998,-0.9977,0.488,-0.1589,0.6469
ruvC,0.9822,0.506,0.4762,0.3445,0.0142,0.3303
ruvX,-3.7726,-0.7895,-2.9831,-0.59,-0.5333,-0.0567
sad,0.9822,-0.342,1.3242,-1.08,-1.5708,0.4908
sadA,0.7641,-0.6451,1.4092,-0.7344,0.6891,-1.4235
safA,0.1343,-2.6639,2.7982,-0.0425,2.274,-2.3165
safB,0.6197,0.1434,0.4763,-0.0425,1.7886,-1.8311
sanA,-0.3314,0.1434,-0.4748,-0.1628,0.1082,-0.271
sapA,0.6197,1.0868,-0.4671,0.0606,0.5447,-0.4841
sapB,1.1051,0.1434,0.9617,-0.8905,-0.0028,-0.8877
sapC,0.3787,-0.3871,0.7658,0.8506,1.0517,-0.2011
sapD,-0.9653,-0.5936,-0.3717,-0.5279,-0.6777,0.1498
sapF,-2.0126,-1.6409,-0.3717,-0.6946,-0.3682,-0.3264
satP,0.3302,-0.1461,0.4763,-0.332,-0.8228,0.4908
sbcB,0.1343,-0.5485,0.6828,-1.097,0.0694,-1.1664
sbcC,0.7801,0.3039,0.4762,-0.4786,0.3694,-0.848
sbcD,-1.582,-0.1322,-1.4498,-0.1535,-0.1589,0.0054
sbmA,-0.2283,0.0324,-0.2607,-0.5495,-0.0787,-0.4708
sbmC,0.2571,-0.7046,0.9617,0.3201,0.5662,-0.2461
sciR,0.6197,0.1434,0.4763,-0.0425,-0.5333,0.4908
sciX,-1.4958,-1.2351,-0.2607,-0.0425,-0.5333,0.4908
sdaA,1.5766,0.5795,0.9971,0.9822,0.1633,0.8189
sdaB,-0.2034,-0.6797,0.4763,-0.9859,-1.4767,0.4908
sdaC,-2.3189,0.0122,-2.3311,-0.7795,-0.0479,-0.7316
sdhA,0.5086,-0.911,1.4196,-0.1147,-1.247,1.1323
sdhB,-0.2979,-1.6221,1.3242,-0.2835,-0.1463,-0.1372
sdhC,0.6197,-1.079,1.6987,-0.332,-1.1854,0.8534
sdhD,0.6197,-0.5936,1.2133,1.5425,-0.5333,2.0758
sdhE,0.8261,0.6909,0.1352,-0.332,0.6511,-0.9831
sdiA,1.0671,-1.7311,2.7982,0.3445,-0.7743,1.1188
secA,-0.456,-0.2681,-0.1879,-0.5944,-0.5525,-0.0419
secB,-0.0368,0.5231,-0.5599,-0.1568,-0.3772,0.2204
secD,-0.6758,0.1434,-0.8192,-0.4631,-0.1059,-0.3572
secE,0.3644,0.2194,0.145,-0.1768,0.3147,-0.4915
secF,-0.4938,-0.8688,0.375,-0.4051,-0.8419,0.4368
secG,-0.4276,-0.9559,0.5283,-1.0966,0.2247,-1.3213
secM,-0.0517,0.0747,-0.1264,-1.3003,0.0252,-1.3255
secY,-0.1147,-0.8625,0.7478,-0.2879,-0.4572,0.1693
selA,0.4001,0.6288,-0.2287,0.8786,1.4435,-0.5649
selB,-0.1688,0.2878,-0.4566,-0.0425,0.1272,-0.1697
selD,0.1836,0.9052,-0.7216,0.6945,0.4932,0.2013
selO,-0.6604,-2.3591,1.6987,-0.7795,-0.3527,-0.4268
seqA,-0.0477,0.3427,-0.3904,-1.18,-0.0858,-1.0942
serA,0.0988,0.9319,-0.8331,-0.3181,1.0517,-1.3698
serB,-0.6027,1.0365,-1.6392,-0.7795,-0.0479,-0.7316
serC,0.8479,0.4404,0.4075,0.6555,0.2037,0.4518
serS,-0.1467,0.1608,-0.3075,-0.1829,0.0292,-0.2121
setB,-0.0722,-1.4416,1.3694,-0.4989,-1.2065,0.7076
sfbB,-0.9653,-1.4416,0.4763,-1.917,0.5308,-2.4478
sfmF,1.8421,0.8804,0.9617,3.6579,2.9261,0.7318
sfsA,1.0671,0.5909,0.4762,0.746,1.2927,-0.5467
sfsB,0.1343,-2.6639,2.7982,-3.5019,-0.2923,-3.2096
sgcA,3.7896,1.7284,2.0612,-0.0425,0.3147,-0.3572
sgcB,0.6197,0.1434,0.4763,-0.0425,1.0517,-1.0942
sgcC,-2.1877,-2.6639,0.4762,-1.6275,-2.1183,0.4908
sgcQ,1.0671,-0.1461,1.2132,-0.96,-1.1613,0.2013
sgrR,0.3787,0.3499,0.0288,0.875,0.3842,0.4908
sgrT,2.2046,0.3949,1.8097,1.5111,-0.2021,1.7132
shdA,0.4753,1.6818,-1.2065,1.3981,3.3176,-1.9195
sicA,0.9092,-3.0265,3.9357,0.488,-3.7032,4.1912
sicP,0.9822,-1.079,2.0612,-0.7795,-1.2703,0.4908
sifA,-2.5502,-1.4416,-1.1086,-1.6275,-3.7032,2.0757
sifB,-2.5208,-6.4565,3.9357,-1.5164,-5.1772,3.6608
sigE,2.4941,-1.4416,3.9357,1.3111,-2.1183,3.4294
siiA,2.9416,0.1434,2.7982,2.7648,-0.5333,3.2981
siiC,-0.1173,-2.1785,2.0612,2.7648,-0.5333,3.2981
siiD,-0.1173,-2.1785,2.0612,3.1274,-0.5333,3.6607
siiE,-0.3495,-1.4837,1.1342,0.7157,-0.4302,1.1459
siiF,0.4592,-4.1045,4.5637,1.3111,-0.0028,1.3139
sinH,-0.9653,0.1434,-1.1087,-0.0425,-0.5333,0.4908
sipA,0.189,-1.6409,1.8299,0.4645,-1.9739,2.4384
sipB,1.3815,-2.7952,4.1767,1.2376,-1.7557,2.9933
sipC,0.1443,-4.1045,4.2488,0.8185,-4.5631,5.3816
sipD,0.3302,-3.316,3.6462,2.8961,0.2037,2.6924
sirB1,-0.1768,-0.5087,0.3319,-0.8905,-0.4302,-0.4603
sirB2,-0.9653,-2.1785,1.2132,-1.421,-1.9118,0.4908
sitA,-0.9653,-3.0265,2.0612,-2.8499,-1.0187,-1.8312
sitB,0.6197,-0.342,0.9617,-0.0425,0.5447,-0.5872
sitC,-2.8398,-1.7311,-1.1087,-3.7429,-1.9118,-1.8311
sitD,-0.0324,-1.4416,1.4092,-1.18,-1.4902,0.3102
sixA,-0.5239,-1.0002,0.4763,1.3179,0.9987,0.3192
skp,0.5628,0.5843,-0.0215,0.0979,-0.1615,0.2594
slmA,0.1722,0.1434,0.0288,0.5139,0.3334,0.1805
slrP,-0.1337,-0.6948,0.5611,-0.7795,-0.5333,-0.2462
sltY,-0.4445,-0.6797,0.2352,0.1888,-0.302,0.4908
slyA,0.9202,-0.5438,1.464,0.1003,-1.2265,1.3268
slyB,0.1651,0.0796,0.0855,0.7764,1.2246,-0.4482
slyD,0.1633,0.3411,-0.1778,-0.2959,0.6696,-0.9655
smg,0.6197,-0.6419,1.2616,0.3936,0.0611,0.3325
smpB,-0.2178,-1.0702,0.8524,-0.1592,-0.5904,0.4312
smrA,1.1672,0.3499,0.8173,-1.3226,-0.3728,-0.9498
smrB,-0.1173,-0.063,-0.0543,0.1381,-0.1923,0.3304
smvA,-0.7243,-1.7311,1.0068,-0.4295,-0.7139,0.2844
sodA,-1.0502,-1.5264,0.4762,-0.3835,-0.8743,0.4908
sodB,0.8308,1.0107,-0.1799,0.9825,0.8805,0.102
sodC1,-0.1627,-0.528,0.3653,-1.3865,-1.1854,-0.2011
sodC2,-0.9653,-0.2192,-0.7461,-0.249,-2.8552,2.6062
sohB,0.6197,-0.1118,0.7315,0.2127,0.1849,0.0278
solA,-0.0722,-0.001,-0.0712,-1.99,-0.8959,-1.0941
sopA,0.1836,-0.9207,1.1043,-0.6592,-0.413,-0.2462
sopB,1.5128,-1.079,2.5918,2.0279,-1.2703,3.2982
sopD,1.5128,-1.079,2.5918,-0.0425,-0.5333,0.4908
sopD2,-1.3279,-3.0265,1.6986,-0.4384,-2.0072,1.5688
sopE,-0.4899,-5.2141,4.7242,0.5579,-5.4875,6.0454
sopE2,0.0633,-2.9155,2.9788,1.8718,-1.9118,3.7836
sopF,-2.1877,-1.079,-1.1087,0.6945,1.0517,-0.3572
soxR,1.1051,0.9914,0.1137,1.5425,1.7886,-0.2461
soxS,-1.0965,-0.6797,-0.4168,3.6579,4.1106,-0.4527
